Year,State,0 to 11,12 to 17,Male,Female,Unknown Gender,White,Black,Amer. Indian/Alaskan Native,Asian/Nat. Hawaiian/Pac Isl,Unknown Race,Family,Acquaintance,Stranger,Unknown,Firearm,Knife,Blunt object,Personal,Other/unknown Weapon,One offender involved,Two or more offenders involved,Unknown number of offenders involved
1980,DE,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1981,DE,0,2,2,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0
1982,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,DE,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1984,DE,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1985,DE,0,3,3,0,0,1,2,0,0,0,1,2,0,0,1,0,2,0,0,1,2,0
1986,DE,0,4,3,1,0,4,0,0,0,0,2,2,0,0,2,0,0,0,2,2,2,0
1987,DE,0,5,5,0,0,5,0,0,0,0,3,2,0,0,0,1,2,0,2,2,3,0
1988,DE,0,3,2,1,0,0,3,0,0,0,1,0,2,0,2,0,0,0,1,1,2,0
1989,DE,0,2,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0
1990,DE,0,3,3,0,0,1,2,0,0,0,0,2,0,1,3,0,0,0,0,1,2,0
1991,DE,0,4,4,0,0,2,2,0,0,0,0,1,3,0,3,1,0,0,0,2,2,0
1992,DE,0,6,5,2,0,0,6,0,0,0,2,0,3,2,5,2,0,0,0,5,2,0
1993,DE,0,5,5,0,0,0,5,0,0,0,0,0,2,4,5,0,0,0,0,2,4,0
1996,DE,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1997,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,DE,0,4,4,0,0,2,2,0,0,0,1,1,2,0,4,0,0,0,0,3,1,0
1999,DE,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2000,DE,0,4,4,0,0,1,3,0,0,0,0,0,1,3,4,0,0,0,0,0,4,0
2001,DE,0,2,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0
2002,DE,0,3,3,0,0,1,2,0,0,0,0,2,0,1,1,0,0,2,0,0,3,0
2003,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,DE,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
2005,DE,0,5,5,1,0,2,4,0,0,0,1,1,2,2,5,1,0,0,0,3,3,0
2006,DE,0,10,10,0,0,5,5,0,0,0,0,5,4,1,9,1,0,0,0,1,9,0
2007,DE,0,4,3,1,0,0,4,0,0,0,0,1,2,1,3,0,0,0,1,0,4,0
2008,DE,0,6,6,0,0,0,6,0,0,0,0,2,3,1,6,0,0,0,0,1,5,0
2009,DE,0,6,6,0,0,1,5,0,0,0,0,3,1,2,4,0,0,2,0,1,5,0
2010,DE,0,8,8,0,0,1,8,0,0,0,0,5,1,3,8,0,0,0,0,3,6,0
2011,DE,0,2,2,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0
2012,DE,0,4,3,1,0,2,2,0,0,0,0,2,0,2,3,0,0,1,0,1,3,0
2013,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DE,0,6,6,0,0,1,5,0,0,0,1,0,4,1,5,1,0,0,0,2,4,0
2015,DE,0,3,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,2,0
2016,DE,0,9,6,3,0,1,8,0,0,0,0,3,4,2,4,2,0,3,0,1,8,0
2017,DE,0,3,3,0,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,1,2,0
2018,DE,0,2,2,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0
2019,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,DE,0,7,5,2,0,2,5,0,0,0,0,3,3,1,5,1,1,0,0,3,4,0
1980,District of Columbia,0,11,10,1,0,0,11,0,0,0,1,5,2,3,8,2,0,0,1,6,6,0
1981,District of Columbia,0,2,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0
1982,District of Columbia,0,4,3,1,0,0,4,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0
1983,District of Columbia,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1984,District of Columbia,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1985,District of Columbia,0,2,2,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0
1986,District of Columbia,0,4,4,0,0,0,4,0,0,0,1,0,3,0,4,0,0,0,0,4,0,0
1987,District of Columbia,0,4,4,0,0,0,4,0,0,0,0,0,4,0,3,1,0,0,0,2,2,0
1988,District of Columbia,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1989,District of Columbia,0,2,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0
1990,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,District of Columbia,0,36,34,2,0,0,36,0,0,0,0,0,36,0,34,2,0,0,0,36,0,0
1992,District of Columbia,0,24,24,0,0,0,24,0,0,0,1,0,23,0,20,1,3,0,0,24,0,0
1993,District of Columbia,0,25,25,0,0,0,25,0,0,0,1,0,23,1,22,0,3,0,0,25,0,0
1994,District of Columbia,0,2,2,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0
1995,District of Columbia,0,25,24,1,0,0,25,0,0,0,0,0,24,1,18,6,1,0,0,25,0,0
1997,District of Columbia,0,21,19,2,0,0,20,0,0,1,0,4,5,12,17,3,0,1,0,21,0,0
2009,District of Columbia,0,5,5,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0
2010,District of Columbia,0,14,14,0,0,0,14,0,0,0,1,2,6,5,11,0,3,0,0,10,4,0
2011,District of Columbia,0,6,4,2,0,1,5,0,0,0,0,5,1,0,2,1,0,0,3,3,3,0
2013,District of Columbia,0,2,2,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0
2014,District of Columbia,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0
2015,District of Columbia,0,3,3,0,0,0,3,0,0,0,0,1,0,2,2,1,0,0,0,3,0,0
2016,District of Columbia,0,5,4,1,0,0,5,0,0,0,0,3,2,0,4,1,0,0,0,5,0,0
2017,District of Columbia,0,5,5,0,0,1,4,0,0,0,0,0,5,0,5,0,0,0,0,2,3,0
2018,District of Columbia,0,14,14,0,0,0,14,0,0,0,0,3,8,2,13,1,0,0,0,8,5,0
2019,District of Columbia,0,3,3,0,0,0,3,0,0,0,0,0,1,2,1,1,0,1,0,2,1,0
2020,District of Columbia,0,13,12,1,0,1,12,0,0,0,0,1,12,0,12,1,0,0,0,8,5,0
1980,FL,0,52,46,6,0,19,32,0,0,1,11,17,20,4,26,15,2,7,2,36,16,0
1981,FL,0,47,37,10,0,25,21,0,0,1,7,18,15,7,25,11,3,3,5,30,17,0
1982,FL,0,43,35,8,0,19,24,0,0,0,8,26,7,2,18,8,9,6,2,29,14,0
1983,FL,2,35,28,9,0,17,20,0,0,0,8,16,7,6,16,8,1,3,9,31,6,0
1984,FL,1,47,37,11,0,22,25,0,0,1,11,21,7,9,28,7,3,6,4,35,13,0
1985,FL,0,50,47,3,0,20,30,0,0,0,11,14,20,5,36,6,3,3,1,26,24,0
1986,FL,3,54,53,4,0,21,35,0,0,0,8,22,7,19,34,10,5,2,5,35,21,0
1987,FL,0,72,59,12,0,28,43,0,0,1,8,28,12,24,43,19,5,4,0,51,20,0
1992,FL,0,90,74,8,8,27,56,0,0,8,9,23,9,49,65,8,4,4,9,67,24,0
1993,FL,1,92,84,7,2,32,58,0,1,2,6,35,14,38,69,11,6,7,0,79,14,0
1994,FL,2,82,72,7,5,23,56,0,0,5,4,20,24,36,60,6,4,7,7,55,29,0
1995,FL,1,70,65,7,0,24,48,0,0,0,2,23,14,33,53,8,4,5,2,55,17,0
1980,GA,0,21,20,2,0,10,11,0,0,0,7,13,2,0,13,3,2,2,2,18,3,0
1981,GA,0,28,24,4,0,10,18,0,0,0,6,16,6,0,18,4,2,4,0,20,8,0
1982,GA,1,22,20,3,0,8,15,0,0,0,8,8,8,0,14,6,1,1,0,14,9,0
1983,GA,1,18,17,2,0,5,14,0,0,0,2,12,5,0,8,6,5,0,0,11,8,0
1984,GA,0,14,11,3,0,4,10,0,0,0,2,5,3,3,9,2,1,1,1,13,1,0
1985,GA,1,29,26,5,0,14,16,0,0,1,5,18,7,1,21,7,1,0,1,15,16,0
1986,GA,0,36,33,3,0,9,27,0,0,0,3,16,8,9,28,5,1,1,0,19,18,0
1987,GA,1,39,37,4,0,10,30,0,0,0,6,27,8,0,27,11,1,0,1,29,11,0
1988,GA,0,40,32,7,0,8,31,0,0,0,4,23,9,3,29,7,0,1,2,23,17,0
1989,GA,0,47,42,5,0,8,39,0,0,0,6,29,7,4,37,6,0,2,2,32,15,0
1990,GA,0,52,49,3,0,10,43,0,0,0,3,29,14,6,40,9,2,0,1,31,21,0
1991,GA,2,72,71,4,0,6,68,0,0,0,2,42,24,6,68,4,0,0,2,41,34,0
1992,GA,0,57,51,7,0,12,45,0,0,0,3,26,23,4,46,9,1,1,0,36,21,0
1993,GA,0,96,93,3,0,9,86,0,0,0,7,49,28,11,78,13,2,3,0,49,46,0
1994,GA,1,95,92,4,0,6,88,0,2,0,5,46,44,2,78,4,3,10,1,43,54,0
1995,GA,0,77,68,8,0,14,63,0,0,0,8,34,28,6,62,4,1,6,3,33,44,0
1996,GA,0,39,36,3,0,7,31,0,1,0,3,20,17,0,32,5,1,0,1,26,13,0
1997,GA,1,46,43,4,0,12,35,0,0,0,9,21,16,1,33,4,2,4,3,24,24,0
1998,GA,0,25,23,2,0,6,18,0,0,1,5,8,10,2,20,1,2,1,0,17,8,0
1999,GA,0,47,44,3,0,6,40,0,0,1,1,21,19,6,45,2,0,0,0,30,17,0
2000,GA,0,41,40,1,0,8,31,0,1,1,8,20,5,8,28,4,1,8,0,24,17,0
2001,GA,0,23,20,3,0,10,12,0,0,1,2,12,7,2,16,2,2,2,0,17,5,0
2002,GA,1,30,27,3,0,9,21,0,0,0,2,14,12,3,22,4,1,2,1,14,17,0
2003,GA,0,29,27,2,0,5,24,0,0,0,4,16,8,1,23,1,0,3,2,21,8,0
2004,GA,0,28,26,2,0,7,21,0,0,0,2,14,12,0,17,8,0,2,0,15,13,0
2005,GA,0,16,12,4,0,2,14,0,0,0,1,8,8,0,13,2,0,0,1,10,7,0
2006,GA,1,38,37,2,0,7,32,0,0,1,3,14,20,2,36,0,0,0,3,22,17,0
2007,GA,0,54,49,5,0,10,43,0,1,1,5,31,11,7,45,3,2,0,4,25,30,0
2008,GA,0,50,45,5,0,12,38,0,0,0,5,27,13,5,41,0,2,0,7,17,33,0
2009,GA,0,30,26,4,0,6,24,0,0,0,5,14,6,4,21,2,3,0,4,14,15,0
2010,GA,1,44,38,7,0,4,41,0,0,0,4,21,18,2,37,3,4,0,1,14,32,0
2011,GA,1,38,36,3,0,13,26,0,0,0,4,21,7,6,35,3,1,0,0,21,18,0
2012,GA,1,30,25,6,0,6,25,0,0,0,5,10,14,2,22,5,0,0,3,14,17,0
2013,GA,0,27,23,4,0,2,25,0,0,0,2,13,7,4,19,2,2,0,4,15,11,0
2014,GA,0,33,29,4,0,4,29,0,0,0,5,15,10,3,28,2,2,0,1,12,21,0
2015,GA,0,29,27,2,0,1,28,0,0,0,0,15,5,9,26,0,1,1,1,12,17,0
2016,GA,0,44,40,4,0,3,39,0,2,0,3,29,5,6,41,1,0,0,2,25,19,0
2017,GA,0,51,49,2,0,5,45,0,0,0,4,23,15,8,48,1,0,0,2,23,27,0
2018,GA,0,58,55,3,0,13,45,0,0,0,5,18,15,19,53,4,0,0,1,26,32,0
2019,GA,0,40,38,3,0,12,29,0,0,0,6,25,4,6,36,4,0,0,0,19,22,0
2020,GA,2,83,75,10,0,11,74,0,0,0,10,34,21,20,77,5,0,0,3,28,57,0
1980,SD,0,2,2,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,2,0,0
1981,SD,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1982,SD,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1983,SD,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1984,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,SD,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1988,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,SD,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1991,SD,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1992,SD,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1993,SD,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1994,SD,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1995,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,SD,0,3,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0
1998,SD,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
1999,SD,0,4,3,1,0,3,0,1,0,0,3,1,0,0,1,0,1,0,1,3,1,0
2000,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,SD,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2002,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,SD,0,2,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,2,0,0
2004,SD,0,2,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,2,0
2005,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,SD,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2008,SD,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2009,SD,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2010,SD,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0
2011,SD,0,3,3,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1,1,0
2012,SD,0,5,5,0,0,2,0,3,0,0,2,3,0,0,2,0,0,3,0,5,0,0
2013,SD,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
2014,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SD,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2016,SD,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2017,SD,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2018,SD,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2019,SD,0,3,3,0,0,1,0,0,0,2,1,2,0,0,1,1,0,0,1,3,0,0
2020,SD,0,4,4,0,0,1,2,0,1,0,1,2,2,0,4,0,0,0,0,2,2,0
1980,TN,0,20,17,3,0,7,13,0,0,0,2,10,5,2,11,4,2,1,1,16,4,0
1981,TN,0,21,16,6,0,13,8,0,0,0,7,10,4,0,15,4,0,1,1,12,9,0
1982,TN,0,20,18,2,0,8,12,0,0,0,10,10,0,0,9,10,1,0,0,13,7,0
1983,TN,0,22,20,2,0,8,13,0,1,0,3,14,4,0,11,9,1,1,0,10,12,0
1984,TN,0,22,21,1,0,6,16,0,0,0,5,11,7,0,13,5,1,2,1,14,8,0
1985,TN,1,18,17,2,0,7,11,0,0,1,6,11,2,0,8,8,0,1,2,13,6,0
1986,TN,0,30,29,1,0,9,21,0,0,0,2,14,9,5,23,5,0,1,1,15,15,0
1987,TN,0,37,32,5,0,14,22,0,1,0,9,22,6,0,23,9,2,0,2,25,12,0
1988,TN,0,28,26,2,0,6,22,0,0,0,5,21,2,0,22,5,1,0,0,24,5,0
1989,TN,0,31,28,2,0,8,22,0,0,0,5,21,4,1,24,4,1,2,0,20,11,0
1990,TN,0,44,41,2,0,6,38,0,0,0,2,28,12,1,33,0,5,4,2,35,9,0
1991,TN,0,56,52,4,0,6,50,0,0,0,9,36,10,1,47,3,4,1,0,52,4,0
1992,TN,0,56,49,7,0,6,50,0,0,0,1,38,17,0,42,7,4,2,1,44,12,0
1993,TN,0,53,52,1,0,7,45,0,0,1,7,29,16,1,50,0,1,0,2,39,14,0
1994,TN,0,48,46,2,0,3,45,0,0,0,2,24,22,0,44,2,0,1,1,24,24,0
1995,TN,0,57,54,2,0,10,47,0,0,0,4,32,14,7,47,2,0,2,5,38,18,0
1996,TN,0,62,50,12,0,8,54,0,0,0,5,40,17,0,51,6,1,3,0,31,31,0
1997,TN,0,41,41,0,0,3,38,0,0,0,3,25,10,3,38,3,0,0,0,23,18,0
1998,TN,0,32,30,2,0,10,22,0,0,0,8,13,9,2,26,2,2,0,1,15,17,0
1999,TN,0,32,31,1,0,7,24,0,0,0,4,14,14,0,22,1,2,0,6,14,18,0
2000,TN,1,18,17,2,0,5,14,0,0,0,6,4,8,1,13,3,2,0,1,10,9,0
2001,TN,0,19,18,1,0,6,10,0,3,0,3,4,7,5,16,1,0,0,2,3,16,0
2002,TN,1,24,23,2,0,5,20,0,0,0,3,11,10,1,24,0,0,1,0,6,19,0
2003,TN,0,29,27,2,0,8,21,0,0,0,1,17,9,2,24,2,0,2,1,15,14,0
2004,TN,0,24,22,2,0,7,17,0,0,0,2,11,7,4,13,4,2,1,4,10,14,0
2005,TN,0,45,43,2,0,2,43,0,0,0,2,12,21,10,41,2,0,2,0,8,37,0
2006,TN,0,44,42,2,0,3,41,0,0,0,1,20,12,11,40,2,2,0,0,10,34,0
2007,TN,0,41,35,6,0,6,35,0,0,0,3,17,18,4,27,6,0,2,6,12,29,0
2008,TN,0,25,24,1,0,7,18,0,0,0,2,11,5,7,18,3,0,2,2,8,17,0
2009,TN,0,63,57,6,0,8,54,1,0,0,5,32,13,14,45,3,3,2,10,20,43,0
2010,TN,0,21,19,2,0,5,16,0,0,0,1,10,4,6,15,1,0,0,5,6,15,0
2011,TN,0,23,21,2,0,7,16,0,0,0,2,10,7,4,15,4,2,0,2,6,17,0
2012,TN,1,13,13,1,0,5,9,0,0,0,1,11,2,0,9,2,2,0,1,7,7,0
2013,TN,0,19,19,0,0,0,19,0,0,0,1,9,4,5,17,0,0,0,2,6,13,0
2014,TN,0,40,37,3,0,8,31,0,1,0,3,19,15,3,31,2,0,0,7,9,31,0
2015,TN,2,26,27,1,0,3,25,0,0,0,0,16,8,5,25,0,0,1,2,6,22,0
2016,TN,0,32,32,0,0,13,20,0,0,0,4,8,13,8,27,3,0,0,2,12,21,0
2017,TN,0,43,39,4,0,4,39,0,0,0,1,24,14,4,40,0,0,0,3,8,35,0
2018,TN,0,46,41,5,0,7,39,0,0,0,3,13,20,11,41,0,3,1,1,15,31,0
2019,TN,1,33,28,6,0,6,27,0,1,0,2,10,8,14,34,0,0,0,0,11,23,0
2020,TN,0,37,35,2,0,11,26,0,0,0,1,12,7,17,33,1,0,0,3,10,27,0
1980,TX,3,119,112,10,0,82,41,0,0,0,17,67,38,1,68,33,7,7,6,77,45,0
1981,TX,2,125,102,25,0,84,43,0,0,0,22,66,35,3,71,39,8,6,3,85,42,0
1982,TX,0,123,109,14,0,87,34,0,1,0,17,63,32,11,57,39,8,15,4,63,59,0
1983,TX,2,109,95,15,1,91,19,0,0,1,19,50,38,4,60,34,9,4,4,68,43,0
1984,TX,1,113,100,14,0,77,36,0,1,0,15,51,48,0,62,33,12,5,2,49,65,0
1985,TX,1,141,134,8,0,94,47,0,1,0,22,55,54,11,78,34,14,13,3,76,66,0
1986,TX,5,128,121,11,0,94,38,0,0,0,19,46,45,22,66,34,13,11,8,70,62,0
1987,TX,2,128,123,7,0,84,42,0,4,0,19,57,37,17,59,35,13,16,7,66,64,0
1988,TX,0,159,152,7,0,89,68,0,1,0,21,56,47,35,106,31,14,6,2,91,68,0
1989,TX,3,163,151,14,1,90,77,0,0,0,20,76,39,32,119,30,9,6,3,94,73,0
1990,TX,2,225,218,9,0,125,99,0,3,0,13,107,63,44,159,31,13,12,12,108,119,0
1991,TX,1,302,285,18,0,154,147,0,2,1,19,133,101,51,230,47,10,6,10,148,156,0
1992,TX,2,310,300,12,0,159,149,0,4,0,25,113,118,56,258,34,8,7,6,140,172,0
1993,TX,0,333,319,14,0,154,176,0,2,0,20,124,103,85,268,21,16,19,9,131,201,0
1994,TX,1,367,349,19,0,209,157,0,2,0,30,159,100,80,297,36,11,13,11,149,219,0
1995,TX,0,258,245,13,0,165,90,0,1,2,13,89,86,70,205,26,5,18,4,97,161,0
1996,TX,1,197,182,16,0,120,72,0,5,1,14,94,70,20,140,27,10,15,6,87,111,0
1997,TX,0,132,131,1,0,77,52,0,3,0,4,60,46,22,106,15,5,2,4,50,82,0
1998,TX,1,135,124,12,0,98,36,0,1,0,14,59,44,19,90,17,11,17,2,53,83,0
1999,TX,1,111,97,15,0,73,34,0,5,0,14,57,28,13,62,22,10,8,10,58,55,0
2000,TX,2,104,94,12,0,76,28,1,1,0,7,32,32,35,72,11,3,9,11,40,66,0
2001,TX,1,71,66,6,0,46,26,0,0,0,10,28,15,19,46,9,6,7,4,31,41,0
2002,TX,1,78,63,16,0,54,24,0,1,0,15,26,17,21,25,18,5,8,23,31,48,0
2003,TX,0,95,86,9,0,74,19,0,1,1,13,44,27,11,61,8,4,8,14,45,50,0
2004,TX,1,83,77,7,0,53,31,0,0,0,21,35,17,11,50,13,10,7,4,47,37,0
2005,TX,0,95,89,6,0,58,37,0,0,0,15,37,38,5,74,13,4,2,2,40,55,0
2006,TX,0,83,77,6,0,47,35,0,1,0,4,34,35,10,60,8,6,5,4,28,55,0
2007,TX,0,80,76,4,0,45,35,0,0,0,8,37,31,4,59,8,5,6,2,45,35,0
2008,TX,0,90,81,9,0,59,31,0,0,0,13,38,28,11,52,18,8,9,3,37,53,0
2009,TX,0,81,75,6,0,58,22,0,1,0,11,31,20,19,51,11,7,10,2,36,45,0
2010,TX,0,71,63,8,0,43,27,0,1,0,6,24,27,14,51,9,4,5,2,25,46,0
2011,TX,0,71,65,5,1,35,35,0,0,1,7,20,24,20,49,11,3,3,5,22,49,0
2012,TX,1,54,52,3,0,36,19,0,0,0,3,16,26,10,37,9,2,5,2,22,33,0
2013,TX,0,59,54,5,0,23,36,0,0,0,4,22,14,19,41,11,3,0,4,23,36,0
2014,TX,0,57,54,3,0,45,12,0,0,0,13,19,17,8,37,7,2,6,5,25,32,0
2015,TX,0,70,66,4,0,39,31,0,0,0,9,23,24,14,57,8,1,2,2,28,42,0
2016,TX,0,72,65,7,0,47,24,0,0,1,11,29,14,17,54,8,1,3,6,36,35,0
2017,TX,0,75,71,4,0,41,33,0,0,1,7,31,14,23,66,2,0,2,5,40,35,0
2018,TX,0,106,96,9,1,57,47,0,0,2,7,28,37,33,93,5,0,6,2,25,81,0
2019,TX,1,132,119,9,4,59,68,0,1,5,8,33,29,63,115,8,1,3,5,40,93,0
2020,TX,1,177,166,12,0,107,68,1,1,1,14,59,43,62,166,6,1,2,3,54,124,0
1980,UT,1,3,4,0,0,4,0,0,0,0,1,2,1,0,3,0,0,1,0,2,2,0
1981,UT,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0
1982,UT,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1983,UT,1,4,4,1,0,5,0,0,0,0,1,3,1,0,2,1,1,1,0,5,0,0
1984,UT,0,4,3,1,0,4,0,0,0,0,1,3,0,0,1,2,0,1,0,2,2,0
1985,UT,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1986,UT,0,5,4,1,0,5,0,0,0,0,0,3,2,0,2,2,0,1,0,3,2,0
1987,UT,0,4,2,2,0,1,1,2,0,0,0,2,2,0,1,3,0,0,0,4,0,0
1988,UT,0,3,3,0,0,2,0,0,1,0,0,2,0,1,0,0,0,3,0,3,0,0
1989,UT,0,3,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0
1990,UT,0,5,5,0,0,3,0,1,1,0,0,2,3,0,1,3,0,1,0,3,2,0
1991,UT,0,8,8,0,0,6,0,0,2,0,0,8,0,0,4,1,0,3,0,1,7,0
1992,UT,0,6,5,1,0,4,0,1,1,0,1,4,0,1,1,2,0,2,1,4,2,0
1993,UT,0,6,6,0,0,4,0,0,2,0,0,1,4,1,5,1,0,0,0,4,2,0
1994,UT,0,9,9,0,0,7,1,1,0,0,1,4,2,3,7,1,0,0,1,6,3,0
1995,UT,0,16,14,2,0,10,1,0,4,0,2,1,10,2,11,4,0,0,0,2,14,0
1996,UT,0,15,10,5,0,10,5,0,0,0,2,4,4,5,7,3,0,4,1,2,13,0
1997,UT,0,10,8,2,0,8,1,0,0,1,0,8,1,1,9,1,0,0,0,4,6,0
1998,UT,0,8,6,2,0,6,0,0,2,0,2,5,1,0,5,0,2,0,1,3,5,0
1999,UT,0,4,4,0,0,4,0,0,0,0,0,1,0,4,4,1,0,0,0,1,4,0
2000,UT,0,2,2,1,0,2,0,0,1,0,0,2,1,0,1,1,1,0,0,2,1,0
2001,UT,0,2,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
2002,UT,0,6,5,1,0,4,0,2,0,0,2,0,2,3,4,2,0,0,1,3,4,0
2003,UT,1,4,5,0,0,2,2,0,1,0,1,0,0,4,4,0,0,1,0,1,4,0
2004,UT,0,9,4,4,0,5,1,1,0,2,1,7,0,1,1,4,2,1,1,2,7,0
2005,UT,0,4,4,0,0,3,0,0,1,0,0,4,0,0,2,1,1,0,0,0,4,0
2006,UT,0,6,5,1,0,5,0,0,1,1,0,4,0,3,5,1,0,1,0,2,5,0
2007,UT,0,4,4,0,0,3,0,1,0,0,1,3,0,0,3,0,0,1,0,1,3,0
2008,UT,0,6,3,3,0,4,0,0,2,0,1,0,5,0,5,0,0,0,1,0,6,0
2009,UT,0,6,6,1,0,1,2,0,4,0,0,5,0,2,6,0,0,1,0,1,6,0
2010,UT,0,2,1,1,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0
2011,UT,0,2,1,1,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0
